,0
"('Memory_PssTotal', 'Memory_PrivateDirty')",0.9016717576389375
"('Memory_PssTotal', 'Memory_HeapSize')",0.7528466814391434
"('Memory_PssClean', 'Memory_PrivateClean')",0.9897455340991418
"('Memory_PssClean', 'Memory_DeathRecipients')",0.8219678309676802
"('Memory_PrivateClean', 'Memory_DeathRecipients')",0.8058702617093942
"('Memory_HeapSize', 'Memory_HeapAlloc')",0.9814758624469025
"('Memory_HeapSize', 'Memory_HeapFree')",0.7580781728459757
"('Memory_AppContexts', 'Memory_Activities')",0.8724486554490724
"('Memory_LocalBinders', 'Memory_ProxyBinders')",0.7595092462588157
"('Memory_ParcelMemory', 'Memory_ParcelCount')",0.8905424218959902
"('API_Command_java.lang.Runtime_exec', 'API_Command_java.lang.ProcessBuilder_start')",0.9773760111472626
"('API_WebView_android.webkit.WebView_addJavascriptInterface', 'API_Database_android.content.ContextWrapper_openOrCreateDatabase')",0.7834316330579778
"('API_Database_android.content.ContextWrapper_deleteDatabase', 'API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase')",1.0
"('API_Database_android.database.sqlite.SQLiteDatabase_getPath', 'API_Database_android.database.sqlite.SQLiteDatabase_openDatabase')",0.7596285348011074
"('API_Database_android.database.sqlite.SQLiteDatabase_getPath', 'API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory')",0.9566337253166047
"('API_Database_android.database.sqlite.SQLiteDatabase_openDatabase', 'API_Database_android.database.sqlite.SQLiteDatabase_compileStatement')",0.8353350851356262
"('API_Database_android.database.sqlite.SQLiteDatabase_query', 'API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory')",0.9785191734645083
"('API_IPC_android.content.ContextWrapper_startActivity', 'API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting')",0.9404613090008687
"('API_IPC_android.content.ContextWrapper_registerReceiver', 'API_Binder_android.app.ContextImpl_registerReceiver')",0.9509406964162535
"('API_IPC_android.content.ContextWrapper_registerReceiver', 'API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary')",0.8357518117979075
"('API_Binder_android.app.ContextImpl_registerReceiver', 'API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary')",0.7839937064677402
"('API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress', 'API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId')",0.8760157707255571
"('API_Base64_android.util.Base64_encode', 'API_Base64_android.util.Base64_encodeToString')",0.9707546844505397
"('Network_TotalReceivedBytes', 'Network_TotalReceivedPackets')",0.9991230650937262
"('Network_TotalReceivedBytes', 'Network_TotalTransmittedBytes')",0.9163111151646609
"('Network_TotalReceivedBytes', 'Network_TotalTransmittedPackets')",0.9904148947310197
"('Network_TotalReceivedPackets', 'Network_TotalTransmittedBytes')",0.9270319401794512
"('Network_TotalReceivedPackets', 'Network_TotalTransmittedPackets')",0.9939354692271086
"('Network_TotalTransmittedBytes', 'Network_TotalTransmittedPackets')",0.9448302058439172
