0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126
-0.15895595,0.04684304,0.119303115,-0.19824965,0.098355055,-0.23671295,-0.43082944,-0.32493654,0.23649508,-0.1453955,-0.31807557,-0.23957305,0.08634326,0.08473434,0.17283207,-0.0009917464,0.32447135,0.22560206,-0.0842967,0.2529417,0.23676838,-0.38050997,0.030923458,0.065213166,-0.2947385,0.057333853,-0.53015697,-0.35502723,-0.068698935,0.030522132,0.08065338,0.020914514,0.16402118,-0.38019082,0.071396366,-0.37871468,0.11433052,-0.13556321,-0.27297628,-0.16978773,-0.29988414,0.30996394,-0.034419242,-0.45297185,0.03174851,0.18134084,0.21251574,-0.18473656,-0.07923899,0.0010808553,-0.03775387,0.31956404,0.01725735,-0.27706438,0.14687443,-0.33958006,-0.33805066,-0.13024239,0.16431926,-0.004686565,0.25917011,-0.2636919,-0.14877653,0.24742845,-0.07049224,-0.2844755,0.08881279,-0.36779952,0.3634669,-0.08351385,0.22884582,-0.1509011,-0.2752371,-0.15130979,0.62810653,-0.00923842,0.57067966,-0.00217798,-0.10442378,-0.14498815,-0.038304612,0.33962455,0.24418524,0.24515952,-0.5746426,0.16322659,-0.42136306,0.28145972,0.35347664,0.2803584,0.42065087,0.07531788,0.06307403,0.34792197,-0.0018832661,0.24905865,-0.21878938,-0.16085385,-0.16895252,-0.14320397,-0.15095423,-0.15144938,0.25395423,-0.094119765,0.41562274,-0.1922053,0.1614972,-0.24894887,-0.4847512,-0.2007395,0.017221894,0.0014967013,0.0720963,-0.23268278,0.046837635,-0.028930018,-0.09141165,0.083833784,0.20976128,0.11263895,0.22473025,-0.014859373,-0.02726557,0.22706403,-0.19355872,-0.19107562,-0.48592043
-0.07540284,0.06959198,0.23381844,0.15054306,-0.06550663,-0.2224727,-0.1714465,0.32747862,-0.004347908,-0.17789142,0.21908383,-0.04458966,0.25274044,-0.06278146,0.05025706,-0.3579232,-0.054340836,0.02308349,0.18079455,-0.045848496,0.04016528,-0.043236256,0.36363786,0.023275165,-0.0042321915,-0.3046967,-0.025076138,-0.0039782613,0.06478521,-0.24877523,-0.29728785,-0.11926401,0.03226815,-0.12191954,-0.2611166,-0.061868954,0.025032317,0.022309395,-0.27360815,-0.05842646,-0.14750753,-0.13170074,0.03178354,-0.015154185,0.33539933,-0.34789997,-0.10731405,-0.18580532,0.36367136,0.09927859,-0.07080133,0.06750565,-0.16709211,0.05837778,-0.16827884,-0.05457947,-0.22769473,-0.38674203,-0.06272759,-0.08914844,-0.25732213,-0.075747594,-0.26343316,0.05312371,0.12490211,-0.17633021,0.052835613,0.043854605,0.070118405,0.15535927,0.18144573,-0.32684538,0.17231289,-0.10649287,0.20256048,-0.13594896,0.25858647,0.018917508,0.068883754,-0.033848226,0.1406922,0.26084563,-0.022800248,-0.0582795,-0.33662888,-0.06307922,-0.21278012,-0.22950156,-0.20929354,0.12570453,0.30096155,0.35444796,0.022139447,0.12022913,-0.21383303,-0.010344006,0.25744444,0.029206298,-0.4630756,-0.296313,-0.04804812,-0.07313883,0.36838153,0.2721979,-0.12057962,-0.34186223,0.13708834,-0.24526599,-0.0041008326,0.1305972,0.2944471,0.23015708,-0.20725112,0.59629464,-0.26070777,0.2229992,0.15979834,0.13828006,-0.07942284,0.096253484,0.1486333,-0.079258755,0.29647115,0.094641425,0.08009854,0.16912805,-0.22633763
-0.51403016,0.29996777,-0.15458989,-0.47651893,-0.051450197,-0.053361792,-0.06871749,-0.143214,0.19112208,0.06122566,0.2833407,0.43135744,0.28670922,-0.004742557,0.092293225,-0.10903324,0.068749115,-0.04194078,-0.0859098,-0.71985483,0.14619276,0.04265029,-0.104974285,0.050723497,0.17353342,-0.035927888,-0.25971237,0.07294746,-0.512804,0.17431688,0.08911241,-0.09287595,0.029899323,0.09740278,-0.011598239,-0.1181794,-0.23267838,-0.24475193,0.094878174,-0.089844994,-0.090575434,-0.45358637,-0.33461267,-0.6964283,0.5396619,-0.032502424,0.15092188,0.4246211,0.6212339,0.3482569,-0.27599856,0.30534586,-0.03607629,0.10921107,0.3881909,0.07188008,0.03674677,-0.01960566,0.10345093,0.36241663,-0.28034958,-0.21952167,0.47139132,0.023733197,0.0047648936,-0.09385626,-0.21086797,-0.069026396,-0.12761337,0.13929325,-0.14754021,0.37032425,-0.073882416,-0.0075899395,-0.024922216,0.17042762,-0.39231473,0.043712407,0.15841666,-0.3732664,0.7427609,-0.13813668,0.04951865,0.018125113,-0.024166556,-0.11165912,0.12637384,0.35442278,-0.38086227,0.19081098,-0.103678346,-0.40040836,-0.13302325,0.3293262,-0.065481946,-0.0652721,0.14360972,-0.24674356,-0.14515187,0.11197168,-0.19691455,-0.22933145,-0.09057763,-0.154093,0.17105958,-0.2536301,0.048718125,0.010858109,-0.12206307,0.050524175,-0.37394032,0.1786919,0.017918814,0.07913151,0.0052247094,-0.16951016,0.37080693,-0.06685023,-0.01979158,0.039076954,0.14743362,0.3407482,-0.025559753,-0.064332545,0.050712004,0.19373134,0.10574982
0.097936586,-0.15306929,-0.34154662,-0.27454966,-0.17710385,-0.036957286,-0.1249567,0.0008935926,0.021583281,-0.3004177,-0.041848127,-0.13874348,-0.02465429,-0.13008331,0.052250613,0.07586186,-0.084348194,-0.25389642,0.0038147608,-0.2675714,0.002774582,-0.14513537,-0.17236762,0.14401662,-0.2689122,0.027744725,-0.13263004,0.015472295,0.006491823,0.079816476,-0.023452733,-0.2063089,0.14648125,-0.21849401,0.19100912,-0.063628845,0.19229694,0.12241385,0.1352393,-0.09555286,-0.110964306,0.2940741,0.26353192,0.028336,-0.18379685,0.12570247,0.17949852,-0.074612856,0.14243881,0.23612604,-0.08907538,0.0897096,0.12695837,0.00643947,0.1224203,-0.009343695,0.107567206,0.08499438,0.022544382,0.14605783,0.40460834,-0.1300242,0.060476925,0.1825513,-0.24694638,-0.056410193,-0.13569716,0.052204553,0.05824864,-0.22148423,0.08048984,-0.034225576,0.12293341,-0.011691857,0.025426952,-0.00039828938,-0.13858695,-0.16810693,-0.14824258,-0.019603988,-0.16399147,-0.13637699,-0.066636495,-0.11230924,0.10790531,0.16141123,-0.14400314,-0.038327202,-0.014999113,-0.24201864,0.0819541,0.09329787,-0.14890392,0.114503324,-0.0955557,0.08737675,-0.05457931,-0.2591436,-0.1473461,0.08769283,-0.18190025,-0.18290381,0.02163938,-0.08612492,0.12792443,-0.109635115,-0.13732716,0.12316012,-0.2124325,-0.26235276,0.014660306,-0.18868834,0.11685632,-0.1811312,-0.025510348,-0.029508797,-0.07852584,-0.03777437,-0.027361067,0.13693137,0.025668196,-0.19492956,0.2555667,-0.12477855,0.058954824,-0.21809636,0.12681416
0.6452326,0.07673787,-0.36782336,0.70808035,-0.46298888,-0.44619855,-0.59350634,-0.51933545,-0.3063051,-0.83763015,-0.54983205,0.25799856,-0.14503622,0.14311302,-0.003694458,-0.36767414,0.02056054,0.35146642,-0.13388892,0.6041128,0.5045565,-0.57500744,-0.27718464,-0.54271185,-0.32605496,-0.12329615,0.09443286,-0.6905787,-0.6579414,-0.2021477,-0.56970316,-0.36457837,-0.5485984,0.05790312,-0.34220782,-0.4605814,0.147599,-0.32060003,-0.5868991,0.53507096,0.16211328,0.08681933,-0.11852401,0.29729056,-0.14077494,-0.5965956,-0.15338808,0.30056828,-0.8077891,-0.13517058,-0.008201714,0.11978457,0.8486635,0.20510937,0.78420967,-0.6349256,-0.38481766,0.4754405,-0.8173449,-0.48695385,-0.04065007,-0.009545573,-0.048664037,0.6406141,-0.8138719,-0.2006868,-0.32203433,-0.90086454,0.122457884,0.45755455,0.15348186,0.34364402,-0.45683253,-0.2747082,-0.4732128,0.7643553,-0.9329942,0.5024758,0.40971386,-0.4017901,0.5809781,0.4386204,-0.9143996,0.09143918,-0.78683823,0.29321456,0.10975184,-0.025521338,-0.42905587,0.8121037,0.3401697,-0.8099751,-0.4833726,0.011637982,-0.6888157,-0.24539283,0.6297994,0.18524867,0.21133463,0.45108595,-0.81757224,0.51397264,0.49149504,-0.51255625,-0.8866397,-0.6083458,-0.4811679,-0.29082796,0.08131839,0.39639518,0.40199012,-0.4346352,-0.67374897,-0.45442414,-0.28105456,-0.5225271,-0.06959916,-0.82841337,-0.0819298,-0.65471,0.4770417,-0.100422345,0.21865669,0.17324324,-0.5933186,0.69835985,0.39741534
-0.22529453,-0.11226611,0.076799095,0.055389605,-0.121762775,-0.16475342,-0.19224131,0.2099324,0.1021186,-0.106565654,0.05178152,-0.3154736,-0.04183479,-0.13343397,0.52226824,-0.07724908,0.13784492,0.18401614,0.17492567,0.12229689,-0.13950413,-0.34371558,0.0034899495,0.051500246,-0.032840032,0.032845955,-0.19664367,0.16349459,-0.16948241,0.02422979,-0.1700229,-0.13679485,-0.1244871,-0.245151,0.08767852,0.009283723,-0.19632848,-0.3577037,-0.010479722,0.09835723,-0.004740292,-0.21910946,0.07712076,-0.16668276,0.09292993,-0.25619522,0.16213897,-2.5331974e-07,-0.041751817,0.26030102,-0.04752244,0.20042638,-0.18348731,-0.06304516,0.004614082,-0.03712982,-3.4838915e-05,-0.22124133,-0.1440996,-0.012957864,0.013437141,-0.092736214,-0.28006196,-0.10108725,0.09255187,0.1895044,0.09370391,-0.24326101,0.102625184,-0.039583046,-0.0690783,0.06471287,-0.27404848,-0.07888367,0.3859579,-0.22506642,0.2810077,0.015047796,0.30598456,-0.07591005,0.6693558,0.32064292,-0.057546772,0.119193405,-0.017272752,-0.14066215,0.018137835,0.2111058,0.03819059,0.06507584,0.55665505,0.20646095,0.1034472,0.54606885,-0.32583562,-0.31451383,0.21683644,0.020785637,-0.2000457,-0.2504869,-0.15902525,-0.17924647,-0.026907451,-0.16508023,0.15277702,-0.22237174,0.17230599,-0.16781297,-0.24941947,0.06637533,0.10715099,0.4346009,-0.11160621,0.036686175,-0.043455783,-0.07755209,0.0009893771,-0.1566463,0.15129946,0.1801294,-0.09905195,0.052376054,0.14833654,-0.21256801,-0.20707057,0.05884827,-0.23197949
-0.19557402,-0.22388656,0.135403,-0.1214875,-0.32434243,-0.21493067,-0.34968674,0.14096412,0.032057293,-0.33284664,0.10486947,-0.2837335,0.18269964,-0.1858701,-0.09008772,-0.08645747,-0.10096264,-0.04827028,0.20315953,-0.08422724,0.20394793,0.09807058,0.010494741,-0.055582456,-0.41880423,-0.19300601,0.046744306,0.020285297,0.1505108,-0.034878645,0.05516505,-0.3494246,-0.02524355,-0.050553113,-0.043665856,-0.10389387,0.025612786,0.21532027,0.18799298,-0.09540725,-0.027061336,0.34257135,-0.03933583,-0.22561291,-0.084698245,-0.065144956,0.123993985,-0.10194148,0.51418114,0.15992483,-0.15453209,0.37970784,-0.42912996,-0.07954383,-0.13845447,0.1309532,-0.13677293,0.04109905,-0.15472901,0.2119617,0.31216362,-0.242851,-0.13686338,0.13810073,0.12541938,-0.30353102,0.100560844,-0.064132825,-0.1691314,-0.006190887,0.19817364,-0.18313457,-0.061042562,-0.06259734,-0.14431499,0.08861676,0.04176286,0.29975215,0.3266129,-0.23602287,0.17135043,-0.025558298,-0.09826645,0.08050374,0.055096235,0.21352954,-0.18782353,-0.20881149,-0.14910983,-0.118415244,0.10845834,0.5635197,-0.23512207,0.26018134,0.007885933,-0.17922632,-0.18204117,-0.18905634,-0.5494407,-0.16915305,0.19824827,-0.21082269,-0.121501565,0.44711527,0.04829775,0.29536724,-0.090376444,0.16078037,-0.13234432,-0.27526784,0.035243347,-0.09765455,-0.1759827,-0.020786088,-0.07461247,0.18157402,0.0998454,0.046011932,0.053055637,0.18840867,-0.04737131,-0.07151538,0.39275625,-0.0916727,-0.08130537,-0.3743894,0.18258768
-0.24795978,-0.3980401,0.17227072,-0.24961987,0.042580888,-0.09250457,0.04282274,-0.007147012,0.14781599,-0.41291383,0.48568273,0.2570239,-0.046657953,0.19443192,0.31545255,-0.023266347,0.18532443,0.19533987,-0.26940227,-0.33399805,-0.1939464,-0.131697,-0.13811542,0.07562304,0.24901904,0.0007279952,-0.46056846,0.07639728,-0.482949,0.061807085,-0.029639263,0.05112505,0.069593325,-0.056092806,-0.20221771,0.15228957,-0.28697065,0.00327732,0.0059926687,-0.17418993,-0.16790184,-0.09400239,0.21166722,-0.29470828,0.1992917,0.056108575,-0.025661511,-0.24859977,0.26520556,0.08629951,-0.17914143,-0.2413701,-0.06659646,-0.12011896,0.34331793,0.36431292,0.20304431,0.13659938,0.28773695,0.21483152,0.14848524,0.029670378,0.25024486,0.5423436,0.20199534,-0.014610979,0.086857446,-0.19002363,0.23345837,0.02156854,-0.223278,0.16040088,-0.14825566,0.262579,0.18743487,-0.10816888,-0.0050310525,0.15005134,-0.28634766,-0.14926246,0.40952018,-0.067212954,-0.16815007,0.4812525,-0.034820363,-0.06425584,-0.25032258,0.3799955,-0.11289581,-0.09929713,-0.11411184,-0.27278325,-0.25724614,-0.15590763,0.19115245,0.19883038,0.015314782,-0.076557204,-0.40996814,-0.5772994,-0.25616047,-0.030822664,-0.04489569,0.0063511175,0.3227504,-0.28673002,0.02223583,-0.16207895,-0.3778023,0.08857656,-0.2148184,-0.13653617,-0.017171573,0.031423036,-0.2503788,-0.28942528,0.046614554,0.13584183,0.33225363,0.25271937,-0.046006795,0.34316197,0.07560956,0.12903087,-0.09950948,0.014540067,0.049109746
0.18164907,-0.10791962,-0.21899447,0.021444371,0.036134627,-0.2130544,0.1255205,0.030698165,-0.0039410014,-0.3149658,0.1452312,-0.017994113,-0.17292483,-0.049011245,0.10144644,-0.21131991,0.0139915235,0.0011596675,-0.26127508,0.08655798,-0.04628946,-0.078231886,-0.15995024,-0.024581583,-0.04130867,0.045840703,-0.33896166,-0.015532273,0.09877261,0.15459077,-0.104357004,0.16403425,-0.21499959,0.08065676,-0.037548732,0.008542723,-0.20903529,-0.18755724,-0.035575762,-0.105005264,-0.11743287,0.24486317,-0.16268216,0.17823863,-0.08733257,0.008541404,-0.2025927,-0.3599471,0.37114942,-0.021074353,-0.43308914,-0.010305844,-0.20333467,0.22046126,0.029745964,0.13247553,-0.075164735,-0.019973498,0.016204182,-0.06674754,0.0929163,-0.20241563,0.16396311,0.3913425,0.050284408,-0.36486083,-0.16914393,-0.137944,0.14696358,0.1987941,-0.103581615,0.1161217,-0.07675938,-0.0019637172,-0.026389446,0.007624177,0.23947291,0.21825421,-0.17908671,-0.025700184,-0.12572837,0.13323453,-0.14790316,0.26293728,-0.2804174,0.2844108,-0.41139063,0.20391263,-0.038393572,0.12925245,-0.16799137,-0.20480168,-0.21493833,-0.22482218,0.12541434,-0.04248471,-0.11450331,-0.16631941,-0.2651721,-0.44838277,-0.24719787,-0.3081319,-0.20510079,0.13120136,0.019459115,-0.0038270205,0.00686628,-0.23324347,-0.33775628,0.035036895,-0.0017778929,-0.15534487,-0.11296636,0.015279348,-0.14374755,-0.27484357,0.10573649,-0.060948078,0.20305003,-0.350708,0.23088758,-0.10908316,-0.07020159,0.16258578,0.05012921,-0.20555946,0.008268075
-0.052316144,-0.084299594,-0.10233783,0.028416961,0.060829762,-0.022585385,-0.013589142,-0.06406505,-0.13758418,-0.09966778,0.34957072,-0.0068243053,-0.057867046,-0.16564196,0.06706272,-0.2940492,-0.1460284,-0.05822888,-0.011046043,-0.12046177,-0.027170038,-0.1270467,-0.19422913,0.03826371,-0.07120003,0.049108665,-0.23452812,-0.062611096,-0.16192329,0.18557894,0.11066602,0.02174474,-0.08044877,-0.1352954,0.12044993,0.04679323,-0.19982716,-0.16947131,0.17631933,0.021441346,-0.13160834,0.19674645,0.08362953,-0.058932528,0.053121082,0.07876122,0.0726775,0.11327444,0.37892932,0.43725616,-0.064758636,0.03197898,0.028481036,-0.018945545,0.069033496,-0.08178075,0.13247584,0.07402169,0.19365062,0.16657063,-0.12148041,-0.02211666,0.00052994484,0.18139763,-0.07751831,-0.011457937,0.09103596,-0.08043543,-0.056822304,-0.13472247,-0.064509705,0.14336394,-0.16271375,0.06387288,0.047920533,-0.07528758,-0.19957864,-0.14497638,-0.114008896,-0.07433596,0.033631846,-0.042789347,-0.150449,-0.011686397,-0.07197058,-0.015195586,0.13265806,0.20132698,0.024010275,-0.217856,-0.012787458,-0.14719756,0.14645109,0.12431348,-0.20404907,-0.23769936,0.080268726,-0.07211335,0.022269329,-0.20249654,-0.0067717573,-0.11690466,0.042764533,-0.047291514,0.06169602,-0.11418884,0.15626942,0.07968008,-0.079005875,0.1057979,-0.12977064,0.014389332,-0.075071506,-0.09723742,-0.18365602,-0.08102623,-0.035136193,-0.012723415,-0.23983824,0.15674724,0.055196438,0.016290825,0.12433253,-0.12833671,-0.056219608,0.03492703,-0.18357494
