0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.19507277,-0.0050010565,0.27830434,0.07936876,-0.40218392,0.09494513,-0.059494723,-0.5304643,-0.31590316,0.2941558,-0.22992368,0.2581995,0.61484253,-0.23402867,0.58065516,0.3708502,-0.08427682,-0.22928427,0.33550164,-0.004471369,-0.28918388,-0.015923569,-0.17254752,0.30218294,-0.016120475,0.029476989,0.073251754,0.09084352,0.13141908,-0.11440115,-0.5455755,0.057250354,0.4352625,0.23070982,-0.0902976,0.047405597,-0.21936902,0.25602174,0.17892334,-0.07712298,-0.1432237,-0.23393488,0.3274952,-0.08127603,-0.014914978,0.12539454,-0.39972204,-0.13275214,-0.0040425737,-0.33804503,-0.12460423,-0.15567991,-0.30988994,-0.019541599,-0.017105117,0.03380832,0.120267175,0.3325334,-0.01166968,0.40014303,-0.11720734,0.23976973,0.23455253,0.36296543,-0.2306817,-0.20504165,-0.16288154,-0.041490726,0.16894281,-0.33565485,-0.29346487,0.0093175005,0.06449671,-0.12263394,0.41683933,0.04994376,0.43774503,-0.010416533,0.32280305,-0.10452997,-0.1644575,-0.41879076,0.033769526,0.09255128,0.252099,-0.10520369,-0.00025363266,0.3458607,-0.18791561,0.054996435,-0.08344574,0.07652333,0.13795792,0.042721108,-0.036038626,-0.1917441,-0.49889386,0.13441454,0.18481041,-0.36289492
-0.06595404,0.5485374,-0.33518642,0.6138823,0.77486044,0.016718652,0.07738576,-0.008036798,-0.34057364,0.010870624,0.5041964,0.8167658,-0.5834409,0.5983077,0.0246074,-0.78655064,0.95594096,0.090214536,0.35810733,-0.47553334,-0.49265602,-0.42189702,-0.85546905,0.16510496,-0.5936362,-0.21954325,0.57928586,-0.3678759,-0.00678502,0.48163986,0.5073898,0.27306494,-0.4375398,-0.027631668,0.3464915,0.5606145,0.64747924,-0.5945197,-0.5787743,-0.501228,-0.04423131,-0.48996937,0.8779481,-0.16049512,-0.5279028,0.045918666,-0.2721419,0.05787043,-0.23545778,-0.5143422,-0.4061339,-0.42264506,0.731868,-0.15956064,-0.3069798,0.4593919,0.39177752,0.05632447,0.51797295,-0.63274616,0.72643054,-0.20975196,-0.3397159,0.6077626,0.7797659,0.60121435,0.21887735,0.7661722,-0.10285761,0.9712417,0.5909182,-0.7719702,-0.64387417,0.48377195,-0.21177259,-0.65380424,-0.067537576,0.19341408,0.23007683,-0.81141454,0.037479773,-0.42711443,0.29279703,0.41204312,-0.44101512,0.007838633,0.34845206,0.1825301,-0.31855804,-0.72658116,0.28513315,-0.7781379,0.17306015,0.25940517,-0.24301696,0.12702112,-0.37933493,-0.196544,-0.19529082,0.74776345
0.21373753,0.43324172,0.07220906,-0.4355732,0.51793563,0.41561377,0.26867282,0.66238695,-0.20226778,0.4151793,0.4349321,0.6420627,-0.16227637,-0.3362898,-0.39556295,-0.15474683,0.61641407,0.50969255,0.32049644,-0.19515467,-0.61986285,0.43509057,-0.19733222,-0.12620744,-0.030096997,-0.4570314,0.13530241,-0.48657703,0.43675032,-0.30928603,-0.107608125,0.30846402,-0.39099056,-0.41707662,0.06826496,-0.2817825,-0.38674992,-0.28881884,0.67472774,-0.42853266,0.485721,-0.36233333,-0.25071052,0.38655642,-0.013679635,-0.4159905,-0.35603538,0.6567205,0.43682358,0.65201366,-0.026743738,-0.23825096,0.23600172,0.68398505,-0.28701183,0.0014024219,-0.100629434,0.6660964,0.77636117,0.21759771,-0.45480737,0.6332217,0.33557034,-0.02781724,0.54006946,-0.13167302,0.23164763,0.5338263,0.13529858,0.55243707,0.009297408,0.48200825,0.008950501,-0.387732,-0.002616605,0.5782355,-0.47074693,-0.1121085,-0.0021991397,-0.53945744,0.1359333,0.15661225,0.5754221,0.4243962,-0.42147353,0.12074022,-0.5504982,0.41769844,-0.04478567,0.29745728,-0.16066316,-0.026867412,0.14432141,-0.594913,-0.13764592,-0.043955594,-0.6350702,0.2418978,0.40974328,0.089103535
-0.107291795,0.45397675,0.6036642,-0.37724647,0.51017624,0.45625043,-0.19422719,-0.26428875,-0.76505524,0.43661904,-0.030340267,0.68804914,0.28442252,0.42151955,0.3163254,-0.20514944,0.35427114,0.26267022,0.6799492,-0.30648518,0.455422,0.02696096,-0.031077478,0.38830465,0.21324143,0.6798249,0.17685778,-0.25388512,-0.12442515,0.36964902,0.32394904,-0.12072199,-0.36885038,0.3780598,-0.18703549,-0.043571368,-0.306446,-0.34110358,0.27033582,-0.3899394,-0.029524803,0.3174109,0.3888103,-0.14237942,-0.4892529,-0.17947479,-0.45210895,0.5150589,-0.16705894,-0.08650158,-0.37711793,-0.09140351,-0.26042792,-0.13351658,-0.2156673,0.6176828,0.09644294,-0.059765387,0.491745,-0.27789935,0.48641273,0.074795544,0.6768859,0.21513876,0.5024943,-0.34657514,0.025781505,0.6269542,-0.0038879765,0.49866796,-0.22456403,-0.74855375,-0.59280205,0.68722534,0.09376557,-0.17874044,-0.0017658453,0.23709565,0.62109417,0.23607646,0.24085307,-0.103072174,0.08320715,0.16068365,-0.066287264,-0.4525901,0.2557087,0.32436228,-0.5754488,-0.21772194,0.055474192,-0.18476501,0.058492083,0.18648298,-0.39572412,0.33129796,-0.64919275,-0.018030746,-0.55681205,-0.25425553
-0.008272669,-0.10201203,0.3013272,-0.07848374,0.33635882,0.46901572,-0.17095982,0.026240984,-0.4906019,-0.02697393,-0.6043388,0.008373072,-0.44922277,-0.3752468,0.0043435977,0.19103102,0.17842811,-0.14806801,0.0911512,0.0913965,-0.30392152,0.106712006,-0.05768243,-0.21078481,0.57886857,0.103931054,0.49062687,-0.081024155,0.07498296,0.04789058,-0.026712187,-0.30173865,0.34768036,-0.4457365,0.1970823,-0.14402749,-0.5819916,-0.30699244,-0.1219601,-0.33148777,-0.16036306,-0.49873307,0.13385746,0.14886531,0.15886858,0.022821456,-0.021415967,-0.15280114,-0.4529917,0.09447459,0.12444889,-0.6020963,-0.34009343,0.066927776,-0.007933644,0.1299231,-0.2637956,-0.06947223,0.3182783,0.06004673,-0.48842463,0.4932554,-0.30477202,0.20485254,0.19882517,-0.08050393,0.0701705,0.51234233,0.2923703,-0.27978712,0.3377044,-0.14856015,0.27785122,0.05241184,0.3458942,-0.4107055,0.0886042,0.076859675,0.108933195,-0.28899145,-0.0573413,0.092727005,0.35298613,0.017050276,-0.38601813,0.031158699,0.033445716,0.46571124,-0.17783336,-0.11035255,-0.4238502,-0.108386956,0.1057845,0.13610351,0.29322103,-0.07914322,-0.37365752,0.19019523,0.25594196,-0.17703094
-0.038223226,0.48001698,0.04823611,0.3939869,-0.005264532,0.48362073,0.5768048,-0.13316849,-0.01879508,0.29475138,0.58503276,0.8139276,0.5402747,-0.1041269,0.2875745,0.12766883,0.19288824,-0.43313676,0.46382666,0.13635527,0.40193975,0.23630616,-0.5237279,0.7514414,-0.7083925,-0.14684218,-0.059285272,-0.46650276,-0.38092297,-0.052668184,-0.26269063,-0.0696936,-0.38584208,0.16292162,-0.27229244,0.058760006,0.21523087,0.26419595,0.47652984,-0.19741824,-0.057312794,0.40155947,0.69976467,0.1374817,-0.32481256,0.11415487,-0.22535747,0.4367564,0.003465579,0.13097191,-0.70448506,0.70311594,0.1096712,-0.5801228,0.24417503,0.0456794,0.24603091,-0.20932168,0.5666843,0.38987368,0.08230648,0.018453306,0.17066592,-0.39861345,0.45614156,0.38165918,0.067167476,0.23447773,0.015422448,0.6134908,0.14318693,-0.602483,-0.39358106,0.41182467,0.29543197,-0.19942684,-0.0686598,-0.19858493,0.5302725,-0.41155818,0.45664293,-0.031095952,0.096183404,0.24059454,0.086967774,-0.1443566,0.50056946,0.08340024,-0.08279325,-0.2888817,0.30918458,-0.21689728,-0.16821542,0.25270113,-0.2462859,0.1457468,-0.37352473,0.042785514,-0.008354946,0.11765016
0.0644519,-0.42367294,0.24753338,0.56963736,-0.53265595,0.32330108,-0.4837403,-0.3451428,0.14218812,-0.24217245,-0.08478743,0.16015792,0.6380041,-0.4755025,0.4760209,0.39195222,-0.63425106,-0.66855925,0.4283656,0.6674011,0.4126766,-0.22428899,-0.6150688,0.65751886,-0.46943372,-0.17844266,-0.05970016,-0.17979561,0.04461179,-0.3261646,0.3222634,-0.27117643,0.61707604,0.41302955,-0.32867244,0.38018638,0.5009947,0.42063555,0.061099265,-0.2304007,0.45428938,0.20506674,0.3371866,-0.45663473,-0.24735458,0.2574342,0.4010018,-0.36781818,-0.3854268,-0.45970282,-0.27995056,-0.72291577,-0.10248011,-0.58987457,0.37035015,-0.024506439,-0.18034971,-0.03524134,0.5544927,0.012851693,0.50304615,0.15986615,-0.35538685,0.449248,0.47474426,-0.36381787,0.48058084,-0.17664602,-0.20817336,0.70768976,-0.1428496,0.0027756768,-0.0025627483,0.6148599,0.65576917,0.25490698,0.19596952,0.4024939,-0.06371228,-0.29564682,-0.14617234,-0.36003,0.34019715,0.29303285,-0.3657637,0.09927415,0.24243163,-0.015956433,0.04344122,-0.13344328,-0.13996693,-0.13243987,-0.014242975,-0.3910518,-0.15538624,0.36787933,-0.395242,0.6080951,-0.33935112,-0.19796497
-0.15300015,-0.16764335,0.13535944,0.02495888,-0.21340524,0.3753144,0.25959295,0.34149718,-0.1433602,0.30795068,0.6000126,0.4740977,-0.21265562,-0.5351561,0.5299895,-0.04836804,0.35239387,-0.16257331,-0.31904683,0.39343563,-0.34316537,-0.090912394,0.34238303,0.51827633,-0.34101918,-0.3066792,-0.3796785,-0.7012984,0.14507163,-0.303623,-0.15724266,0.53402925,-0.095534496,0.044261217,0.06929364,-0.38203862,-0.39964065,-0.35021788,0.4245812,-0.2382974,-0.32843208,-0.09590292,0.43479794,0.28071356,-0.5090054,-0.2993519,-0.2959048,0.18965603,0.28481117,-0.15558948,0.16729334,-0.30019888,-0.2331111,0.45889646,0.09520384,-0.0372105,0.2941799,0.058709517,0.236875,0.5085997,-0.25492916,0.06704389,0.30672154,0.04077573,0.30920377,-0.084750116,-0.115121245,0.4842698,0.530763,0.21434744,0.39415944,-0.24305862,0.308275,-0.08890917,0.19746633,0.11851607,0.050287873,0.13545598,0.3319511,0.068258345,0.18100442,-0.22718266,0.31798494,-0.22921859,-0.32041588,0.28264153,-0.45412707,0.6141909,-0.029177332,0.31491476,-0.24378191,-0.09158297,0.32257912,-0.48095796,0.28783673,-0.40055075,-0.2008061,-0.0067288456,-0.023824042,0.23667754
0.20934647,0.18909554,-0.109641254,-0.18785612,0.56978804,-0.14581545,0.06706131,-0.03553415,0.23784828,-0.4841386,-0.14740641,0.20875198,0.0766044,0.40643427,0.1700705,-0.3449753,0.23655307,-0.3025825,-0.16944453,0.04756108,-0.19145457,0.6003185,-0.100430146,-0.030016871,-0.22002405,0.37200388,0.3092255,-0.06450559,0.33773315,0.5040283,0.038284734,-0.26878563,0.19238853,-0.23716204,-0.19389205,0.08099363,0.14182763,0.21913262,-0.4791021,-0.52867526,-0.15248592,-0.21553096,0.27145866,-0.12903331,-0.15048105,-0.1200265,-0.3507816,-0.2379186,-0.0889992,-0.36161456,-0.39055344,0.05762972,-0.16324022,-0.16321023,-0.40158147,0.11179096,-0.19558427,-0.04932888,0.11261405,-0.03739385,0.18259706,0.07353697,-0.5522001,0.18703927,0.52588624,0.35657874,0.373444,0.41423404,0.32778963,0.061068274,0.47098505,-0.42441303,-0.6206054,0.40926397,-0.10222233,-0.55235857,0.36759076,0.014964581,-0.24459857,-0.5975373,-0.19944096,0.2933574,0.3769335,0.3687695,-0.35389942,0.102402814,0.30054125,0.054394662,0.028831609,-0.3434602,0.27352247,-0.6734895,-0.41667932,-0.065803014,-0.344461,0.03130208,-0.28823954,0.012996515,-0.14887217,0.18517093
-0.15528423,-0.20781529,0.21197367,-0.31675872,0.003855023,0.28160316,-0.12964508,0.2671173,-0.36256745,0.23050494,-0.29395264,0.04977835,-0.15798697,-0.26986828,0.16060863,0.5243331,0.1256473,0.013615917,0.24009438,-0.0030452367,-0.17827299,0.4102545,-0.0427966,-0.118360445,0.4860447,-0.14052285,0.24016747,-0.0012838312,0.1323054,0.14835517,-0.1749344,-0.08283286,0.59260225,-0.15186976,-0.2621792,-0.056406196,-0.372029,-0.02831445,0.016207531,-0.101464935,0.011108984,-0.34479177,0.07968278,-0.03715272,-0.050900176,0.11390484,-0.32722226,0.2731341,-0.21014498,0.15608901,0.16776872,-0.4769254,-0.47956795,-0.031592686,-0.0014415522,0.059456084,-0.142167,0.06306637,0.41844237,0.1685314,-0.5484925,0.14244466,-0.25487632,0.2448546,0.008755028,0.020539911,0.043183878,0.124892496,0.44632873,-0.5337197,-0.336036,0.14188643,0.42197558,-0.22192737,0.2853513,-0.10013475,0.17257081,-0.026943661,-0.08935802,0.18837455,-0.3652586,-0.012499441,0.3175036,0.054127578,-0.41646203,-0.013258984,-0.24819614,0.5240347,0.0657322,0.12679109,-0.36196885,0.01492499,0.07909157,-0.11552429,0.05221803,-0.21602601,-0.38377443,0.061672907,0.10304392,-0.14033392
